make,model,car_model,review_title,review_text,style,comfort_rating,fuel_economy,perfomance,value_for_money,overall_rating,helpful_votes_ratio,review_date
Toyota,Corolla,Toyota Corolla XLi VVTi,Toyota Corrola,A bad car.you are paying for about 15 lacs or something and that car dont even deserve it .in my opinion swift is much better then it.it have power window and color options.it deserve 10 lacs to be payed.guys if you wont that oyur money must not be waste so dont go for,1,1,1,1,1,1,0.7272727272727273,2012-01-22
Changan,Karvaan,2022 Changan Karvaan Base Model 1.0,Bakwaz gari,Third class ha changan 7 seater first owner bhi ap hain aur last bhi sirf look achi ha baqi same 2 same bike ha agar ap ny karobar ky lye laini ha tu is ay acha ha ap kuch kam na kro Bohat hi kamzoor gari ha engine ki power km.ha load ziada ha gari pr,1,1,1,1,1,1,1.0,2023-02-22
Toyota,Corolla,Toyota Corolla XLi VVTi,Good but very expensive,"performace is good having not better road grip but good handling, windows are not good like honda civic, suspension is little bit ok, and fuel coverage is also more than civic, it is looking nice out side but not comfortable as honda civic is in interier, everything is ok but much expensive as comparing its feature",0,0,0,0,0,0,0.36363636363636365,2012-09-24
Honda,BR-V,2017 Honda BR-V,Fuel economy,"Pathetic Fuel Economy especially on motorway. Accelerator of this good for nothing vehicle needs to pressed  down to the floor to get it above 100Km/hr. As a result of relatively more pressure to get it up to 120Km/hr, the fuel consumption / liter  is approximately around 10Km/l which is bad very bad indeed plus costs you hell of an amount as compared to other vehicles from Toyota or even from Honda itself.

Interior of car is just acceptable, with no options like push start, Sunroof , and stylish dashboard display it is not value for money, infact its absolute waste of money.",3,3,1,2,2,2,0.3333333333333333,2017-10-30
Honda,City,2021 Honda City 1.5 i-VTEC Prosmatec,Excellent car,"Best fuel economy, comfort ride, sufficient space, excellent boot space, good value for money. In city 11-14 , on long 15 -19km/l. Good braking . good handling and road grip. Stylish car. Smooth drive. Parts availability. Fully satisfied with this car Honda City 1.5 i-vtec prosmatec",5,5,5,5,5,5,0.0,2023-12-20
Suzuki,Cultus,2017 Suzuki Cultus,Too Much Expensive,The car looks good but price is too high. Suzuki should think about it as after adding 1 or 1.5 lac you have better and bigger options like Swift and City. FAW V2 a fully loaded car is also available in the market with very reasonable price of Rs. 1069000 having 1.3L engine and having more features than Cultus 2017. I think now people should reject the 3 big welcome the new arrivals with having more feature and less price.,3,2,2,1,2,2,0.5,2017-04-23
Honda,Vezel,2015 Honda Vezel S,Honda Vezel S,It's a SUV  (Sport Utility Vehicle) It has road grip pickup style and too comfortable but it's little bit expensive. Too much storage in trunk dashboard is large enough and it has electronic  gears surrounded airbags when it turn it hybrid it becomes noiseless like (Itnaa sanata kyu hai bhai).,5,5,4,5,3,4,0.5,2016-02-16
Prince,Pearl,2022 Prince Pearl MT,Need Adjustments,"The clutch pedal seems to have been placed to the furthest point on the left where while pressing the clutch, the left knee and shin continuously rub against the console. The brake pedal is relatively broad which is a good thing but to accomodate it, the clutch's position has been compromised with a further left 'shift'.
The clutch pedal could be placed in a more convenient (little to the right) spot.
The accelerator pedal was rather rickety with a side to side wobble. There was no firmness about it. It can easily be fixed if better materials, clips and joints were used.
The metal around the engine bay had started to rust. In a car that was manufactured not more than two years back, it should be a reason for concern. Even in a port city like Karachi, two years in a car's life is too short a time to develop rust spots. This particular car was in white colour and hence the rusted spots were literally 'standing out'.",3,3,3,3,2,2,1.0,2023-08-01
Suzuki,Mehran,2004 Suzuki Mehran VXR (CNG),Best in cheap cars,Fuel average of  11 to 15 is normal .Cheap parts.Has ac as well in vxr.Best in cheap cars.Not very comfortable car.Performance is normalfor 800 cc.Value to money.Boot space is very less.Cabain is very small . Very less leg space. Very less features. The is not very good at all .,3,1,5,3,4,3,0.0,2024-05-06
Honda,Civic,2013 Honda Civic VTi Oriel Prosmatec 1.8 i-VTEC,Best Sedan in Pakistani Market,"Bought a Honda Civic Yesterday. Probably the best car anyone can buy in this range, although Prius is a good buy too, but for somebody who is looking for a brand new car. Honda Civic is the best available option. The drive is excellent and the interior is far better than the legendary Toyota Corolla I have driven  a 2015 Altis 1.6 and Altis Grande 1.8, both cars were pretty disappointing when it comes to initial pick and performance.
the only issue I have with Civic is the tires that come along. one should get them changed ASAP. 
I would recommend this car for people who are looking for a classy ride with comfort. Taffeta White looks amazing, specially if you install a good pair of HID's. 
Highly Recommended",5,4,4,5,5,4,0.5,2016-01-26
Toyota,Corolla,2019 Toyota Corolla Altis 1.6 X CVT-i Special Edition,I advice you please Purchase this Car,Toyota Name is Brand Level Altis give confidence to Driver All cars father Toyota altis x 1.6 and x 1.8 Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende Altis grende,5,5,5,5,5,5,0.0,2024-01-11
Hyundai,Santa Fe,2024 Hyundai Santa Fe Signature,HYUNDAI SANTAFE REVIEW,"exterior is awesome 
interior is wordless
features are value to money and adas is not important for Pakistani traffic and its annoying and ather wise we have all features in this car like memory seat + heated and ventilated and etc and its a four wheel drive so you can drive it in different terrins easily",5,5,5,5,4,4,1.0,2024-02-27
Toyota,Yaris,2023 Toyota Yaris ATIV X CVT 1.5,Best car in league,"I am having the top-of-the-line ATIV X 1.5 version of Yaris. 
I'm not a fan of its exterior, but I upgraded it with a TRD body kit, DRL should be built in the headlight. The Interior is good seats are comfortable one thing that is missing is a telescopic adjustment of steering,  In this price retractable mirrors and cruise control should have been given. The armrest position is not comfortable, one more thing is missing the cup holder in the center console. 
Digital climate control is good, but the head unit is not up to the mark. The speedometer is great but in different modes, its color remains the same which does not give you the real feel of mode selection.
And now let's talk about fuel average,  as this version is with a 7-speed CVT I was expecting a better fuel average but having 9 to 10km/Lit in the city with ac and on the motorway or ring road 15 to 16 at 100km/Hr speed. and this is on ECO mode",2,4,3,4,3,3,0.0,2023-07-19
FAW,V2,2017 FAW V2 VCT-i,FAW V2 Best Family Car,"Exterior is very good looking better than Wagon R, Cultus &amp; Swift . Fuel efficiency 12km/litr in city and 15-16km/litr on long drive. comfortable seats , very smooth steering. overall this is very good family car with fully loaded features in this price range. Safety Features like ABS Brakes, EBD Braking system and two Airbags are very very important features which saves precious lives in case of a major accident, XLI, City, GLI all lack this important safety features.  Almost every one who owns FAW V2 is satisfied with its Performance and Comfort. Boot space is very Reasonable and I can adjust 3 bags in it very easily. Nice car for city and Highway Travel",5,5,5,5,5,5,1.0,2017-11-03
Peugeot,2008,2022 Peugeot 2008 Allure,Great Buy,"One of the most beautiful cars available in the market. Lovely performance in terms of power, driving experience and handling. 
12+ fuel economy within city.
16+ fuel economy on long routes.
Comfortable rides. 
Maintenence every 10k kms so its not that expensive as compared to those cars that have oil change at 5k kms.
AC is a bit noisy but cooling is super good.
I ll buy it again if i have to buy something now",5,5,5,5,5,5,0.0,2024-05-24
Toyota,Passo,2015 Toyota Passo X,Toyota Passo best car in 1000 CC range,"I am having Toyota Passo 2015. I imported it from Japan last year in August... I think it's a best car in 1000 cc category as it's comfort is more than local 1300 cc cars...it gives me 18-20 km/l on motorways on 120kmph. It's CVT gives a very smooth driving pleasure.  If we talk about its safety, it's awesome",4,5,5,5,5,4,1.0,2019-11-23
Honda,Civic,2017 Honda Civic Oriel 1.8 i-VTEC CVT,Civic,"My first ever civic,before this i was driving grande..
I must say far better than grande.. price is little bit high cost me almost 3m and fuel economy is ok i've seen those faulty pictures of first batch, they improved built quality slightly..
Otherwise i love the drive,road gripping,performance, the interior and exterior..",5,5,3,5,3,4,1.0,2017-04-06
Suzuki,Cultus,2018 Suzuki Cultus VXL,Excellent family car,"Cultus has very much power... It gives 85km/hr in 2nd gear.... 
Road grip is excellent..
but Suspension is very Hard as compared to vitz...
Greatest Drawback is Absence of Rear Headrests and its 3 feet antenna....
Fuel Economy is excellent 15-19km/l...
I prefer this for family use",4,2,5,5,4,4,0.6666666666666666,2019-03-06
Suzuki,Liana,Suzuki Liana,What a great ride is My lovely liana 1.6 auto,"i bought this car zero meter in December 2007. since then i have not any major problem with this car. XLI and GLI are still crap infront of my liana .. because it's powerful doch engine which is 300cc more powerful then these craps corolla , which are quite expensive. 

am using it on cng .. pple are asking of missing and other problems with cng . Trust me am using it with cng for four years. not a singal porblum i face and also there is not atall any lack of pick up .    
I sort out that pple are facing problems with cng are only who are using 1.3 .  and 1.6 is discontinued .. 
        I feel lucky and proud for my right decision.",3,4,4,5,4,4,0.0,2011-12-16
Toyota,Belta,2007 Toyota Belta X 1.0,BEST CAR,The exterior of the car is good. Paint quality is excellent. The seats are very comfortable and the fabric used is also of very good quality. Steering is very smooth. Plastic quality is very impressive. Even after 12 years it looks like new. Suspension is soft. AC performance and throw is very decent. Ground clearance is reasonable. Boot space is good for a long journey. However the engine is lil bit under power for this car. And due to three cylinder engine the car is quite noisy. Otherwise all is good.,5,5,4,4,5,4,0.0,2022-02-26
